customer_id,first_name,surname,age,sex,ethnicity,region_key,postcode_area,prior_sector,uc_months_at_start,barriers,barriers_count,disability_or_health,digital_skills,preferred_channel,adviser_id,referred_date
CUS-01803,Ibrahim,Williams,35,M,White British,south-east-london,SE15,Retail,25,Childcare cost;Criminal record,2,false,Low,sms,ADV-0090,2026-01-26
CUS-01804,Reece,Lewis,27,M,White British,north-london,NW1,Hospitality,19,Childcare cost;Housing instability;English language,3,false,Medium,sms,ADV-0073,2025-09-29
CUS-01805,Tamika,Taylor,50,F,White British,wales,CF24,Retail,41,Housing instability;English language;Physical health;Childcare cost,4,false,High,sms,ADV-0064,2026-05-16
CUS-01806,Chantelle,Davies,42,F,Asian Indian,south-east-london,E13,Care / health,19,Criminal record;Housing instability,2,false,High,push,ADV-0054,2025-11-06
CUS-01807,Demi,Carter,36,F,White British,south-east-london,E6,Warehouse / logistics,43,Caring responsibilities,1,false,Medium,sms,ADV-0006,2025-10-27
CUS-01808,Yvonne,Knight,57,F,White British,south-yorkshire,S10,Warehouse / logistics,22,Caring responsibilities;English language;Confidence,3,true,Low,email,ADV-0186,2026-04-25
CUS-01809,Faye,O'Connor,36,F,Black Caribbean,south-yorkshire,WF1,Warehouse / logistics,32,Housing instability;Transport cost,2,true,Medium,sms,ADV-0081,2026-04-02
CUS-01810,Jamal,Hollis,32,M,Black Caribbean,north-london,HA1,Other,22,Confidence;Physical health,2,false,Medium,email,ADV-0124,2026-01-01
CUS-01811,Sophie,Mensah,40,F,Black African,derbyshire-notts,NG1,Construction,12,,0,false,High,sms,ADV-0214,2026-02-05
CUS-01812,Liam,Hussain,36,M,Asian Bangladeshi,south-yorkshire,S1,Admin / office,34,Caring responsibilities;Transport cost,2,false,High,call,ADV-0129,2026-01-10
CUS-01813,Yusuf,Knight,46,M,Black African,south-east-london,E13,Warehouse / logistics,18,Transport cost;Confidence,2,false,High,push,ADV-0198,2025-09-10
CUS-01814,Bilal,Adekoya,36,M,Black African,south-yorkshire,S60,Admin / office,18,Physical health;Caring responsibilities;Confidence,3,false,High,sms,ADV-0242,2025-10-21
CUS-01815,Joshua,Begum,35,M,Other White,wales,NP20,Admin / office,22,Childcare cost;Criminal record;English language,3,true,Medium,sms,ADV-0095,2025-10-04
CUS-01816,Ryan,Okafor,51,M,Asian Indian,derbyshire-notts,DE1,Cleaning / facilities,17,English language;Housing instability,2,false,Medium,sms,ADV-0037,2025-09-16
CUS-01817,Kai,Okafor,47,M,Black Caribbean,wales,NP19,Construction,42,Childcare cost;Confidence;Caring responsibilities,3,true,Medium,call,ADV-0238,2025-12-05
CUS-01818,Sade,Lewis,41,F,White British,south-yorkshire,S1,Care / health,43,Physical health,1,true,Medium,email,ADV-0080,2025-09-17
CUS-01819,Joel,O'Connor,42,M,Mixed,south-yorkshire,S10,Care / health,33,Physical health;Mental health;Childcare cost,3,false,Low,push,ADV-0133,2026-05-18
CUS-01820,Tia,Iwobi,30,F,Black Caribbean,south-east-london,E13,Driving,23,Digital skills;Physical health;English language;Confidence,4,false,High,email,ADV-0200,2025-10-28
CUS-01821,Joel,Brown,35,M,Asian Indian,south-east-london,E2,Construction,26,Caring responsibilities;Childcare cost,2,false,Medium,sms,ADV-0072,2025-09-07
CUS-01822,Daniel,Ahmed,36,M,White British,north-london,HA1,Admin / office,15,Digital skills;Mental health,2,false,High,sms,ADV-0113,2025-10-19
CUS-01823,Tyrese,Davies,36,M,White British,south-east-london,E2,Construction,27,Caring responsibilities;Childcare cost,2,false,Low,push,ADV-0017,2026-03-26
CUS-01824,Marcus,Davies,34,M,White British,south-east-london,SE10,Retail,43,Transport cost;Criminal record,2,false,Medium,push,ADV-0018,2025-12-10
CUS-01825,Reece,Brown,58,M,Other White,south-east-london,E15,Admin / office,49,Confidence;Housing instability,2,false,Medium,sms,ADV-0062,2025-11-26
CUS-01826,Aiden,Adekoya,46,M,White British,north-london,HA1,Warehouse / logistics,9,,0,false,Medium,sms,ADV-0234,2025-12-26
CUS-01827,Ruth,Okafor,42,F,White British,south-east-london,E13,Construction,31,Physical health,1,false,Medium,push,ADV-0087,2025-09-30
CUS-01828,Naomi,Evans,42,Other,White British,north-london,HA1,Security,11,Mental health;Transport cost,2,false,Low,sms,ADV-0124,2026-04-30
CUS-01829,Mohammed,Knight,43,M,White British,south-yorkshire,DN4,Cleaning / facilities,17,Physical health;Mental health,2,true,Low,email,ADV-0187,2025-09-08
CUS-01830,Dylan,Ali,29,M,White British,south-east-london,E15,Driving,37,Childcare cost;Confidence;Physical health;Housing instability,4,true,Low,sms,ADV-0210,2025-09-23
CUS-01831,Sean,Brown,35,M,White British,north-london,NW3,Cleaning / facilities,19,English language;Physical health,2,false,Medium,call,ADV-0212,2025-11-15
CUS-01832,Sean,Khan,46,M,White British,south-yorkshire,WF1,Warehouse / logistics,13,Confidence;Transport cost,2,true,High,email,ADV-0080,2026-04-24
CUS-01833,Theo,Singh,34,M,White British,south-east-london,SE10,Warehouse / logistics,33,Transport cost;English language,2,false,Medium,sms,ADV-0007,2026-03-20
CUS-01834,Tracy,Evans,31,F,Asian Pakistani,north-london,NW3,Retail,11,Mental health;Childcare cost;Transport cost;Criminal record,4,false,Medium,push,ADV-0193,2025-12-15
CUS-01835,Connor,Adekoya,27,M,Asian Indian,south-east-london,E2,Hospitality,41,Caring responsibilities,1,true,Low,sms,ADV-0236,2026-03-12
CUS-01836,Joshua,Williams,35,M,Mixed,south-yorkshire,WF1,Warehouse / logistics,39,Criminal record;Transport cost,2,false,Medium,push,ADV-0178,2025-10-03
CUS-01837,Reece,Iwobi,35,M,White British,south-east-london,SE1,Care / health,24,Caring responsibilities;Childcare cost,2,false,Low,sms,ADV-0117,2026-01-12
CUS-01838,Sean,Bailey,44,M,Black African,north-london,HA1,Admin / office,17,Childcare cost,1,true,Medium,sms,ADV-0116,2026-03-09
CUS-01839,Theo,Okafor,40,M,Other White,derbyshire-notts,NG7,Warehouse / logistics,27,Mental health,1,true,Medium,sms,ADV-0075,2025-11-07
CUS-01840,Sophie,Murphy,39,F,White British,wales,NP19,Driving,15,Physical health;Caring responsibilities;Childcare cost,3,false,Medium,push,ADV-0096,2025-11-12
CUS-01841,Halima,Iwobi,40,F,White British,wales,NP19,Retail,25,Mental health;Criminal record;Transport cost,3,true,Medium,email,ADV-0140,2025-11-29
CUS-01842,Nasir,Bailey,63,M,White British,south-east-london,SE15,Care / health,24,Physical health,1,false,Medium,email,ADV-0059,2025-11-29
CUS-01843,Nasir,Patel,53,M,Other Asian,wales,LL57,Driving,50,,0,false,High,sms,ADV-0190,2025-10-24
CUS-01844,Aaron,Akin,57,M,White British,south-east-london,E15,Retail,16,Digital skills,1,false,High,sms,ADV-0160,2025-09-26
CUS-01845,Ryan,Murphy,42,M,White British,derbyshire-notts,DE1,Driving,32,,0,false,Medium,call,ADV-0023,2025-12-08
CUS-01846,Daniel,Walker,49,M,White British,south-east-london,E13,Manufacturing,32,Caring responsibilities,1,false,Low,sms,ADV-0066,2025-09-24
CUS-01847,Joshua,Knight,58,M,Asian Indian,south-east-london,SE1,Hospitality,33,,0,true,Medium,push,ADV-0164,2025-10-04
CUS-01848,Sarah,Mensah,43,F,White British,derbyshire-notts,NG18,Retail,17,,0,true,Medium,push,ADV-0214,2026-05-07
CUS-01849,Aiden,Hussain,40,M,White British,south-east-london,SE1,Security,17,Transport cost;Digital skills,2,false,Medium,push,ADV-0206,2025-10-04
CUS-01850,Nasir,Lewis,42,M,White British,south-east-london,SE15,Retail,10,Caring responsibilities;Digital skills;Criminal record,3,false,High,sms,ADV-0039,2026-05-04
CUS-01851,Aisha,Ofori,53,F,White British,north-london,HA9,Retail,18,Mental health,1,false,High,push,ADV-0092,2025-11-26
CUS-01852,Tamika,Evans,41,F,Black Caribbean,derbyshire-notts,S40,Warehouse / logistics,20,Mental health,1,false,Low,push,ADV-0002,2025-09-03
CUS-01853,Priya,Murphy,35,F,White British,south-east-london,E2,Other,28,Digital skills;Housing instability,2,false,Medium,sms,ADV-0029,2025-11-18
CUS-01854,Bilal,Brown,43,M,Other,wales,SA1,Manufacturing,24,Mental health,1,false,Low,sms,ADV-0155,2026-02-14
CUS-01855,Liam,Williams,36,M,Black African,north-london,UB1,Construction,31,Childcare cost,1,true,Medium,push,ADV-0022,2026-03-17
CUS-01856,Ibrahim,Mahmood,33,M,White British,wales,NP20,Driving,28,Housing instability,1,false,Medium,email,ADV-0225,2026-02-19
CUS-01857,Joshua,Iwobi,35,M,Asian Indian,wales,CF10,Cleaning / facilities,20,Mental health;Confidence,2,true,Medium,sms,ADV-0157,2025-09-18
CUS-01858,Aiden,Hollis,38,M,Asian Pakistani,south-yorkshire,WF1,Warehouse / logistics,25,Confidence;Childcare cost,2,true,High,email,ADV-0150,2025-11-26
CUS-01859,Reece,Knight,38,M,White British,north-london,NW10,Admin / office,35,,0,true,Low,sms,ADV-0180,2026-03-06
CUS-01860,Joy,Brown,54,F,Asian Indian,wales,LL11,Hospitality,15,Transport cost;Digital skills;Housing instability,3,false,Medium,email,ADV-0209,2025-11-12
CUS-01861,Sean,Walker,30,M,Black African,wales,CF24,Admin / office,30,Transport cost,1,false,Medium,sms,ADV-0166,2026-01-12
CUS-01862,Bilal,Walker,60,M,White British,wales,LL57,Cleaning / facilities,13,Confidence,1,true,Medium,email,ADV-0166,2025-12-19
CUS-01863,Daniel,Walker,41,M,White British,north-london,HA9,Retail,30,Childcare cost;Criminal record;Confidence,3,true,High,sms,ADV-0044,2025-09-23
CUS-01864,Junior,Knight,23,M,Mixed,south-east-london,E20,Driving,50,Childcare cost;Transport cost,2,false,High,push,ADV-0115,2026-05-14
CUS-01865,Mohammed,Knight,52,Other,White British,south-east-london,E15,Hospitality,16,Housing instability,1,false,High,push,ADV-0146,2026-04-16
CUS-01866,Olu,Lewis,52,M,White British,wales,NP19,Cleaning / facilities,36,English language,1,true,Low,sms,ADV-0225,2025-09-10
CUS-01867,Junior,Evans,30,M,Black African,south-east-london,E13,Security,38,Housing instability;English language,2,false,Medium,push,ADV-0077,2025-12-13
CUS-01868,Callum,Hollis,24,M,Asian Bangladeshi,wales,SA1,Retail,35,,0,false,Medium,sms,ADV-0096,2026-03-21
CUS-01869,Damian,Evans,51,M,Black Caribbean,wales,LL11,Warehouse / logistics,14,Criminal record,1,true,Medium,sms,ADV-0101,2026-04-12
CUS-01870,Aiden,Iwobi,37,M,Black Caribbean,north-london,N17,Warehouse / logistics,22,,0,false,Low,sms,ADV-0092,2026-01-17
CUS-01871,Callum,Jones,25,M,White British,south-east-london,E15,Hospitality,55,English language,1,false,High,push,ADV-0123,2025-11-19
CUS-01872,Demi,Ofori,26,F,Black Caribbean,north-london,NW3,Warehouse / logistics,32,Mental health,1,false,High,sms,ADV-0124,2026-02-10
CUS-01873,Yvonne,Carter,54,F,Black African,north-london,UB1,Warehouse / logistics,32,,0,false,Medium,sms,ADV-0092,2026-02-09
CUS-01874,Olu,Carter,55,M,White British,south-yorkshire,WF1,Care / health,36,Digital skills;English language,2,true,Medium,push,ADV-0247,2026-02-15
CUS-01875,Tamika,Jones,51,F,White British,south-east-london,E2,Retail,31,Confidence;Housing instability,2,true,High,sms,ADV-0197,2025-11-15
CUS-01876,Kwame,Mahmood,35,M,White British,south-yorkshire,S10,Other,17,English language,1,false,Medium,sms,ADV-0179,2025-11-23
CUS-01877,Ibrahim,Hussain,34,M,White British,south-east-london,E13,Hospitality,34,Digital skills,1,false,High,email,ADV-0043,2026-02-04
CUS-01878,Tia,Ofori,35,F,Other Asian,south-east-london,E13,Security,24,,0,false,High,email,ADV-0114,2026-05-02
CUS-01879,Femi,Akin,51,M,Mixed,derbyshire-notts,S81,Driving,51,Confidence;Housing instability;Mental health,3,false,Medium,sms,ADV-0056,2026-05-08
CUS-01880,Bilal,Davies,49,M,Black Caribbean,wales,LL11,Hospitality,41,Childcare cost;Criminal record;Housing instability,3,false,Medium,sms,ADV-0235,2026-04-08
CUS-01881,Kwame,Patel,26,M,White British,north-london,HA9,Retail,35,Physical health;Housing instability,2,false,High,push,ADV-0031,2026-02-19
CUS-01882,Callum,Carter,30,M,White British,south-east-london,E3,Warehouse / logistics,22,Childcare cost;Housing instability;English language,3,false,Low,sms,ADV-0029,2026-04-24
CUS-01883,Kelly,Brown,34,F,White British,south-yorkshire,S60,Warehouse / logistics,17,Physical health,1,false,Medium,email,ADV-0074,2026-01-29
CUS-01884,Nasir,Mensah,35,M,White British,south-east-london,E20,Retail,53,,0,false,Medium,email,ADV-0065,2025-10-25
CUS-01885,Theo,Ofori,28,M,Other White,derbyshire-notts,S81,Warehouse / logistics,37,Confidence;Housing instability;Physical health,3,false,High,sms,ADV-0025,2026-02-10
CUS-01886,Joy,Patel,46,F,Mixed,south-east-london,E20,Warehouse / logistics,25,,0,false,Medium,push,ADV-0006,2026-02-09
CUS-01887,Lola,Ahmed,56,F,Other White,south-east-london,SE15,Retail,28,Caring responsibilities,1,false,Low,call,ADV-0084,2025-11-13
CUS-01888,Connor,Williams,55,M,Asian Bangladeshi,wales,CF10,Admin / office,10,,0,true,Low,email,ADV-0019,2025-09-15
CUS-01889,Kai,Jones,32,M,Asian Indian,south-east-london,SE1,Care / health,41,Physical health,1,false,Medium,sms,ADV-0232,2025-11-03
CUS-01890,Kai,Iwobi,38,M,Black African,derbyshire-notts,DE22,Warehouse / logistics,14,Childcare cost;Mental health,2,false,Low,sms,ADV-0158,2025-11-03
CUS-01891,Theo,Knight,52,M,White British,south-east-london,E13,Retail,23,,0,true,Medium,email,ADV-0188,2026-01-27
CUS-01892,Naomi,Adekoya,52,F,Black Caribbean,north-london,UB1,Warehouse / logistics,24,,0,true,Low,email,ADV-0122,2026-03-18
CUS-01893,Joel,Iwobi,34,M,Black African,south-east-london,E6,Security,8,Criminal record,1,false,Medium,sms,ADV-0015,2026-04-15
CUS-01894,Ruth,Williams,54,F,Other,south-east-london,E6,Hospitality,18,Housing instability;English language,2,false,Medium,sms,ADV-0223,2025-11-19
CUS-01895,Folake,Carter,33,F,Black African,south-east-london,SE15,Care / health,20,English language;Housing instability,2,false,Medium,sms,ADV-0195,2026-02-18
CUS-01896,Yusuf,Ahmed,48,M,Asian Pakistani,south-yorkshire,S60,Construction,24,Confidence,1,false,High,sms,ADV-0049,2026-05-10
CUS-01897,Joy,Williams,23,F,Black Caribbean,south-yorkshire,LS9,Cleaning / facilities,19,Confidence;Criminal record;English language;Housing instability,4,false,Medium,sms,ADV-0178,2025-11-16
CUS-01898,Amina,Hussain,42,F,Asian Pakistani,south-east-london,SE15,Manufacturing,33,Mental health;English language;Digital skills,3,false,Medium,push,ADV-0032,2025-09-22
CUS-01899,Maria,Roberts,46,F,Other White,wales,NP20,Hospitality,38,Mental health,1,false,High,sms,ADV-0079,2026-01-07
CUS-01900,Halima,Jones,42,F,Black African,south-yorkshire,S10,Construction,32,Caring responsibilities;Mental health;Criminal record,3,false,Medium,sms,ADV-0242,2025-11-29
CUS-01901,Ashley,Carter,41,M,Other White,south-east-london,SE10,Warehouse / logistics,35,Physical health,1,true,Medium,sms,ADV-0119,2026-04-07
CUS-01902,Leah,Patel,33,F,Black Caribbean,south-east-london,E15,Care / health,25,Transport cost;Criminal record;Mental health,3,false,Medium,email,ADV-0043,2025-12-15
CUS-01903,Ashley,Hussain,44,M,Other White,south-east-london,E13,Warehouse / logistics,18,,0,false,Low,email,ADV-0107,2026-02-13
CUS-01904,Chantelle,Williams,47,F,Black African,north-london,NW3,Driving,33,Physical health,1,true,High,push,ADV-0094,2025-10-30
CUS-01905,Theo,Knight,34,M,Other White,south-east-london,SE15,Construction,35,Caring responsibilities;English language,2,false,High,email,ADV-0221,2025-12-11
CUS-01906,Ibrahim,Ofori,27,M,Asian Pakistani,north-london,HA1,Admin / office,37,Criminal record;Digital skills,2,true,Medium,sms,ADV-0165,2025-09-06
CUS-01907,Reece,Carter,28,M,White British,wales,LL57,Construction,19,Physical health;Housing instability,2,false,Medium,sms,ADV-0096,2025-10-08
CUS-01908,Ashley,Davies,30,M,Asian Indian,south-yorkshire,DN4,Retail,41,Caring responsibilities,1,false,Medium,sms,ADV-0179,2026-03-11
CUS-01909,Tom,Iwobi,46,M,White British,wales,CF24,Retail,22,Transport cost,1,false,Medium,sms,ADV-0019,2026-02-15
CUS-01910,Femi,Begum,44,M,Black African,south-east-london,E6,Manufacturing,13,Mental health;Confidence,2,true,Low,email,ADV-0068,2026-04-05
CUS-01911,Jamal,Okafor,39,M,Black African,wales,SA1,Hospitality,12,,0,false,Low,email,ADV-0105,2026-05-10
CUS-01912,Bilal,Carter,29,M,White British,north-london,UB1,Retail,23,Childcare cost;Criminal record;Transport cost,3,false,High,push,ADV-0184,2026-01-03
CUS-01913,Aiden,Ahmed,41,Other,Black African,wales,LL11,Driving,15,Criminal record;Confidence,2,true,Medium,sms,ADV-0208,2026-04-05
CUS-01914,Sophie,Khan,49,F,White British,south-east-london,SE1,Construction,40,,0,false,High,push,ADV-0059,2025-09-17
CUS-01915,Junior,Mensah,33,M,Other White,south-east-london,SE10,Other,47,Housing instability;Mental health,2,false,Medium,push,ADV-0014,2026-01-13
CUS-01916,Aiden,Khan,45,M,Black African,south-east-london,E15,Hospitality,40,,0,false,Medium,push,ADV-0147,2025-09-18
CUS-01917,Kwame,Walker,46,M,Other White,wales,LL57,Hospitality,25,Housing instability;Mental health,2,false,High,sms,ADV-0047,2025-10-13
CUS-01918,Leah,Mensah,59,F,White British,south-east-london,E2,Construction,42,Childcare cost;Transport cost,2,true,Low,sms,ADV-0160,2026-01-11
CUS-01919,Femi,Knight,36,M,White British,south-east-london,E20,Driving,37,Physical health,1,false,Medium,sms,ADV-0036,2025-09-16
CUS-01920,Theo,Knight,43,M,Other White,south-yorkshire,DN4,Cleaning / facilities,26,Mental health,1,false,Medium,sms,ADV-0178,2026-02-13
CUS-01921,Ryan,Ofori,48,M,Asian Pakistani,north-london,NW3,Construction,10,English language;Childcare cost,2,false,Medium,sms,ADV-0097,2025-09-11
CUS-01922,Joel,Okafor,29,M,Other,wales,NP20,Construction,18,Confidence,1,false,High,sms,ADV-0173,2025-10-26
CUS-01923,Marcus,Okafor,57,M,Other,south-east-london,E2,Driving,30,Transport cost,1,false,Medium,sms,ADV-0054,2026-04-14
CUS-01924,Reece,Adekoya,59,M,Other White,derbyshire-notts,NG18,Manufacturing,7,Criminal record;Transport cost;Caring responsibilities,3,false,High,sms,ADV-0214,2025-11-17
CUS-01925,Ryan,Okafor,41,M,Mixed,south-yorkshire,WF1,Hospitality,12,Physical health,1,false,High,call,ADV-0081,2025-12-29
CUS-01926,Naomi,Ali,45,F,White British,south-east-london,E6,Admin / office,41,Childcare cost;Housing instability,2,true,Medium,email,ADV-0013,2025-12-17
CUS-01927,Callum,Okafor,25,M,Asian Indian,north-london,NW10,Warehouse / logistics,49,Digital skills;Confidence,2,true,Medium,sms,ADV-0243,2026-04-14
CUS-01928,Junior,Knight,26,M,White British,south-yorkshire,DN4,Retail,20,Physical health,1,false,Medium,push,ADV-0076,2025-10-01
CUS-01929,Priya,Ahmed,31,F,Asian Bangladeshi,south-east-london,E15,Hospitality,49,Housing instability,1,false,Medium,push,ADV-0108,2025-10-03
CUS-01930,Joshua,Okafor,47,M,Black African,south-east-london,E15,Cleaning / facilities,19,,0,false,Medium,email,ADV-0181,2025-12-21
CUS-01931,Jamal,Ali,24,M,Other Asian,wales,LL11,Care / health,34,Transport cost,1,false,Low,sms,ADV-0208,2025-11-10
CUS-01932,Tamika,Bailey,59,F,White British,south-yorkshire,DN4,Cleaning / facilities,43,Transport cost;English language,2,false,Medium,sms,ADV-0008,2026-01-06
CUS-01933,Tom,Hollis,41,M,White British,south-east-london,SE10,Cleaning / facilities,43,Housing instability,1,true,Medium,call,ADV-0164,2025-11-27
CUS-01934,Tom,Roberts,36,M,White British,south-east-london,E13,Warehouse / logistics,29,Childcare cost;Transport cost;Criminal record;Housing instability,4,false,Medium,push,ADV-0145,2026-03-29
CUS-01935,Olu,Ahmed,49,M,Asian Pakistani,wales,LL11,Retail,33,Caring responsibilities,1,false,Medium,push,ADV-0079,2025-10-07
CUS-01936,Liam,Davies,49,M,White British,derbyshire-notts,DE1,Construction,37,Physical health;Digital skills,2,false,High,sms,ADV-0222,2026-03-12
CUS-01937,Sean,Taylor,37,M,White British,north-london,N1,Driving,21,Mental health;English language;Transport cost;Childcare cost,4,false,Low,email,ADV-0126,2025-09-14
CUS-01938,Ellie,Okafor,27,F,Black African,wales,NP19,Cleaning / facilities,19,Housing instability;Mental health,2,false,Medium,sms,ADV-0047,2025-11-15
CUS-01939,Bilal,Evans,52,M,Mixed,wales,NP19,Warehouse / logistics,12,Transport cost,1,true,Medium,push,ADV-0225,2026-02-22
CUS-01940,Bibi,Begum,34,F,Asian Pakistani,north-london,UB1,Warehouse / logistics,45,Caring responsibilities;Confidence,2,true,Medium,push,ADV-0193,2026-04-18
CUS-01941,Reece,Ofori,43,M,White British,derbyshire-notts,NG7,Construction,7,Housing instability,1,true,Medium,sms,ADV-0102,2025-12-27
CUS-01942,Mohammed,Ali,55,M,Asian Indian,derbyshire-notts,S81,Driving,50,English language;Mental health,2,false,High,sms,ADV-0110,2026-03-05
CUS-01943,Tamika,Patel,46,F,White British,south-yorkshire,LS9,Manufacturing,11,Physical health;Criminal record,2,false,Medium,email,ADV-0196,2025-10-10
CUS-01944,Junior,Williams,39,M,White British,south-east-london,E3,Other,43,English language;Physical health,2,true,Low,call,ADV-0145,2025-12-21
CUS-01945,Callum,Hollis,51,M,Other White,south-yorkshire,WF1,Driving,12,Mental health;Transport cost,2,false,Medium,sms,ADV-0172,2026-01-05
CUS-01946,Theo,Singh,30,M,Asian Bangladeshi,south-east-london,E6,Hospitality,35,English language;Mental health,2,false,Medium,sms,ADV-0036,2025-10-16
CUS-01947,Callum,Khan,48,M,Asian Indian,south-yorkshire,LS9,Hospitality,22,,0,false,High,email,ADV-0149,2025-10-05
CUS-01948,Aisha,Mensah,44,F,White British,derbyshire-notts,NG7,Care / health,25,,0,false,High,email,ADV-0023,2026-04-22
CUS-01949,Joy,Taylor,52,F,Black African,wales,CF24,Warehouse / logistics,14,Physical health,1,false,Medium,call,ADV-0167,2026-01-29
CUS-01950,Nasir,Lewis,35,M,White British,south-east-london,E15,Construction,46,,0,false,High,email,ADV-0066,2026-05-08
CUS-01951,Joshua,Knight,32,M,Other,south-yorkshire,DN1,Construction,13,Confidence,1,false,Low,sms,ADV-0149,2026-03-06
CUS-01952,Yusuf,Murphy,38,M,Black Caribbean,wales,CF24,Warehouse / logistics,14,English language,1,false,Medium,push,ADV-0238,2025-11-10
CUS-01953,Junior,Williams,29,M,White British,north-london,HA9,Hospitality,15,English language;Mental health,2,false,Low,sms,ADV-0094,2025-10-18
CUS-01954,Marcus,Akin,62,M,Black African,south-east-london,SE15,Hospitality,13,Digital skills;Physical health,2,false,High,sms,ADV-0077,2025-09-04
CUS-01955,Lola,Evans,47,F,White British,south-yorkshire,S6,Hospitality,27,,0,false,Medium,push,ADV-0159,2026-04-14
CUS-01956,Aiden,Williams,24,M,White British,wales,NP20,Care / health,17,Confidence;Criminal record,2,true,Medium,push,ADV-0136,2026-04-29
CUS-01957,Sade,Adekoya,23,Other,White British,wales,LL57,Driving,13,,0,false,Low,sms,ADV-0052,2026-04-13
CUS-01958,Kai,Hollis,35,M,Black African,wales,LL57,Hospitality,20,Physical health,1,true,Low,sms,ADV-0167,2026-02-15
CUS-01959,Demi,Singh,29,F,Black African,south-east-london,E13,Care / health,21,Housing instability;Confidence;Mental health,3,true,Medium,email,ADV-0059,2026-01-06
CUS-01960,Naomi,Walker,39,F,Black African,south-east-london,SE1,Admin / office,25,English language,1,true,Medium,sms,ADV-0181,2026-04-28
CUS-01961,Reece,Walker,38,M,White British,south-yorkshire,DN1,Hospitality,25,Physical health,1,false,Medium,push,ADV-0093,2026-02-28
CUS-01962,Tom,Adekoya,33,M,White British,derbyshire-notts,S40,Hospitality,13,Caring responsibilities,1,false,Medium,sms,ADV-0170,2026-03-20
CUS-01963,Daniel,Ali,38,M,Asian Indian,derbyshire-notts,S81,Warehouse / logistics,31,Childcare cost;Transport cost,2,false,Low,sms,ADV-0048,2025-10-08
CUS-01964,Priya,Adekoya,40,F,White British,north-london,NW3,Care / health,25,Physical health,1,true,High,sms,ADV-0126,2026-04-19
CUS-01965,Yvonne,Lewis,49,F,Black African,south-east-london,SE15,Warehouse / logistics,24,Housing instability;Mental health,2,false,High,email,ADV-0085,2026-04-30
CUS-01966,Marcus,Begum,32,M,Asian Indian,north-london,N17,Retail,32,Transport cost;Physical health,2,false,Medium,push,ADV-0122,2025-11-24
CUS-01967,Daniel,Roberts,31,M,White British,south-east-london,SE15,Driving,15,English language,1,false,Medium,push,ADV-0085,2026-01-06
CUS-01968,Kelly,Patel,44,F,White British,south-yorkshire,WF1,Construction,42,English language;Transport cost;Confidence;Mental health,4,false,Medium,push,ADV-0179,2026-02-07
CUS-01969,Chantelle,Roberts,36,F,White British,south-yorkshire,DN4,Security,41,Housing instability,1,true,Low,push,ADV-0247,2025-10-31
CUS-01970,Amina,Patel,32,F,Asian Bangladeshi,south-east-london,E15,Construction,26,Childcare cost;Criminal record,2,false,Medium,push,ADV-0198,2025-09-20
CUS-01971,Mohammed,Evans,30,M,Mixed,south-east-london,E15,Cleaning / facilities,12,Criminal record;Caring responsibilities,2,false,Medium,email,ADV-0117,2026-05-13
CUS-01972,Tamika,Davies,47,F,Asian Bangladeshi,north-london,NW1,Retail,17,Confidence;Criminal record;Physical health;Digital skills,4,false,Medium,call,ADV-0191,2026-05-14
CUS-01973,Amina,Carter,55,F,White British,south-east-london,SE15,Manufacturing,46,Housing instability;Confidence;Digital skills,3,false,High,sms,ADV-0119,2025-12-01
CUS-01974,Sean,Ofori,40,M,Black Caribbean,north-london,N17,Retail,56,Housing instability,1,false,Medium,call,ADV-0094,2026-03-24
CUS-01975,Lola,Mensah,43,F,Black Caribbean,wales,LL57,Cleaning / facilities,21,Caring responsibilities;Physical health;Childcare cost,3,false,Medium,sms,ADV-0235,2025-09-16
CUS-01976,Joy,Evans,53,F,White British,wales,CF24,Driving,41,Digital skills;English language;Childcare cost;Caring responsibilities,4,true,Medium,call,ADV-0109,2026-01-06
CUS-01977,Lola,Murphy,38,F,Other White,north-london,NW1,Other,29,,0,false,Low,push,ADV-0031,2025-12-06
CUS-01978,Chantelle,Ali,40,F,Asian Pakistani,south-east-london,SE10,Construction,37,,0,false,High,email,ADV-0237,2025-10-13
CUS-01979,Daniel,Khan,49,M,White British,derbyshire-notts,NG18,Retail,45,,0,true,Medium,sms,ADV-0222,2026-01-02
CUS-01980,Mohammed,Jones,37,M,Black African,north-london,NW1,Warehouse / logistics,20,Criminal record,1,false,High,email,ADV-0141,2025-11-23
CUS-01981,Ashley,Walker,53,M,Black African,wales,LL57,Security,30,,0,true,Low,sms,ADV-0101,2025-09-30
CUS-01982,Bilal,Williams,39,M,Black African,south-yorkshire,DN4,Other,12,Physical health,1,false,Low,sms,ADV-0042,2025-11-26
CUS-01983,Olu,Taylor,36,M,White British,north-london,HA1,Driving,11,Physical health;Housing instability,2,false,High,push,ADV-0124,2025-10-30
CUS-01984,Theo,Bailey,35,M,White British,south-east-london,E13,Hospitality,45,Childcare cost;Criminal record,2,false,Low,email,ADV-0018,2026-05-15
CUS-01985,Bibi,Okafor,54,F,Other White,south-east-london,E3,Care / health,48,Confidence;Housing instability,2,false,High,push,ADV-0200,2026-01-26
CUS-01986,Aiden,Khan,55,M,White British,south-east-london,E2,Construction,32,Childcare cost;Criminal record,2,false,Low,push,ADV-0223,2025-10-26
